galaxy,variant,n_points,r_max_kpc,distance_mpc,rmse_DeltaX_absolute,rmse_DeltaX_shape,rmse_DeltaX_shape_inner,rmse_DeltaX_shape_outer,rmse_V_absolute,rmse_V_scaled,V_scale_alpha,median_DeltaX_obs,median_DeltaX_pred
NGC0891,drop_I,18,17.11,9.91,0.14784627437968875,0.14688129845273504,0.19975341247542489,0.028316631188786936,41.57517094034816,41.574853062305145,1.0007543994796169,0.8524894747158472,0.8702868342672182
NGC0891,only_M,18,17.11,9.91,0.13709237288801387,0.13708839411619805,0.1328346052872169,0.04940303732306409,40.550577714844216,38.81312449312567,0.9484801947438735,0.8524894747158472,0.8704613266037509
NGC0891,only_D,18,17.11,9.91,0.10370102502102409,0.10364111606494647,0.12061661194637469,0.03020689569761944,30.37041706872154,29.763609948562493,0.9729910155042122,0.8524894747158472,0.8702876022043564
NGC0891,only_I,18,17.11,9.91,0.5120249911833443,0.46818976888129993,0.2598622182761073,0.31268709133956446,120.25036163841223,116.46946680703344,1.1914069098175206,0.8524894747158472,0.4174596547565792
NGC0891,MD_only,18,17.11,9.91,0.14784627437968875,0.14688129845273504,0.19975341247542489,0.028316631188786936,41.57517094034816,41.574853062305145,1.0007543994796169,0.8524894747158472,0.8702868342672182
NGC0891,MI_only,18,17.11,9.91,0.5170202961481327,0.44135405317772575,0.2726465372264125,0.3065883354697268,121.79339936675517,112.38063873011792,1.3311815022121432,0.8524894747158472,0.38025772133417596
NGC0891,DI_only,18,17.11,9.91,0.4962202230883726,0.3786721817361326,0.2544473803987806,0.27087657010825594,117.7020947577654,99.3654091059053,1.4751149688374292,0.8524894747158472,0.3906585321288931
NGC1003,full,36,30.24,11.4,1.7750315005875221,1.6095311918523474,0.5687574971775131,2.112938140086192,88.37967921063613,76.71821153559455,3.1420147369479277,1.8443203947701516,0.21811800444708274
NGC1003,drop_M,36,30.24,11.4,1.766978796472733,1.640254999589908,0.657691022253357,2.1139151831342837,87.58893703172372,78.7167229148426,2.635252563948134,1.8443203947701516,0.23604386444128167
NGC1003,drop_D,36,30.24,11.4,1.7565035403886142,1.657978530391885,0.6862817780961513,2.1186991472613563,86.46722872462557,79.7976817285036,2.22417979041941,1.8443203947701516,0.2447907441305818
NGC1003,drop_I,36,30.24,11.4,1.1055787420746017,0.3066892807541502,0.1492563191441167,0.18486465627146464,55.394741638492256,17.221425351379402,2.1445779501334985,1.8443203947701516,0.8742910950046104
NGC1003,only_M,36,30.24,11.4,1.1107358742690234,0.46836798383067935,0.20034494689095977,0.2238888704817208,54.31168500553169,26.72072365710256,1.9605388527362562,1.8443203947701516,0.8704610596295665
NGC1003,only_D,36,30.24,11.4,1.0995501540827919,0.3553157088757162,0.13692033944370605,0.17916238720937985,54.541063722103964,20.27914881759401,2.0673661379519204,1.8443203947701516,0.870420167670653
NGC1003,only_I,36,30.24,11.4,1.7522688018216754,1.6855166011278655,0.7659721279100756,2.1193131269140615,86.03142985382384,81.46799999223694,1.9039015134753094,1.8443203947701516,0.24318579311548655
NGC1003,MD_only,36,30.24,11.4,1.1055787420746017,0.3066892807541502,0.1492563191441167,0.18486465627146464,55.394741638492256,17.221425351379402,2.1445779501334985,1.8443203947701516,0.8742910950046104
NGC1003,MI_only,36,30.24,11.4,1.7565035403886142,1.657978530391885,0.6862817780961513,2.1186991472613563,86.46722872462557,79.7976817285036,2.22417979041941,1.8443203947701516,0.2447907441305818
NGC1003,DI_only,36,30.24,11.4,1.766978796472733,1.640254999589908,0.657691022253357,2.1139151831342837,87.58893703172372,78.7167229148426,2.635252563948134,1.8443203947701516,0.23604386444128167
NGC1090,full,24,30.09,37.0,0.8940862886371558,0.44562975057683507,0.3026668525181646,0.43929370267035844,124.90677504450711,60.57341047489554,4.287992123999732,1.04622948480631,0.1916903671061975
NGC1090,drop_M,24,30.09,37.0,0.8644120760222413,0.5793983096276224,0.36087592127277623,0.4431890860120312,121.18407785142344,72.13362781219797,3.459539788764493,1.04622948480631,0.23898078732320166
NGC1090,drop_D,24,30.09,37.0,0.8813831270846436,0.5753138180332389,0.2842528524358591,0.5174306769817938,122.70101077872901,74.52428041674534,3.551312478061148,1.04622948480631,0.1899437789431241
NGC1090,drop_I,24,30.09,37.0,0.3433650854078222,0.19088671677626137,0.26109324276340584,0.06390529382849872,45.41581372319211,22.143627666986948,1.3491738107955236,1.04622948480631,0.8714154472623306
NGC1090,only_M,24,30.09,37.0,0.30788147666000293,0.1200011411153243,0.11966126236428762,0.09217596500414306,40.40922552189124,14.962188054282642,1.3220960252929743,1.04622948480631,0.8704612659109292
NGC1090,only_D,24,30.09,37.0,0.2689771291354756,0.06686755232697543,0.04465137969597339,0.0653332660069311,36.78389208369701,9.539196190324441,1.2985770567662616,1.04622948480631,0.8703377405113558
NGC1090,only_I,24,30.09,37.0,0.8626453371800128,0.7885094277124621,0.5239014221119589,0.5208036731299456,119.36025266134767,95.34358193978517,2.431942320451679,1.04622948480631,0.2769566086405751
NGC1090,MD_only,24,30.09,37.0,0.3433650854078222,0.19088671677626137,0.26109324276340584,0.06390529382849872,45.41581372319211,22.143627666986948,1.3491738107955236,1.04622948480631,0.8714154472623306
NGC1090,MI_only,24,30.09,37.0,0.8813831270846436,0.5753138180332389,0.2842528524358591,0.5174306769817938,122.70101077872901,74.52428041674534,3.551312478061148,1.04622948480631,0.1899437789431241
NGC1090,DI_only,24,30.09,37.0,0.8644120760222413,0.5793983096276224,0.36087592127277623,0.4431890860120312,121.18407785142344,72.13362781219797,3.459539788764493,1.04622948480631,0.23898078732320166
NGC1705,full,14,6.0,5.73,2.0100399569640333,1.499090008368015,0.5702259022372106,1.6902016749431634,57.80587169938188,40.89596643870018,3.5789841576778483,2.267615089465178,0.3713483062758812
NGC1705,drop_M,14,6.0,5.73,1.9939194702659047,1.5325219575695477,0.54361701921917,1.6952642291531386,56.995197241618605,41.75946963333391,3.245679683502853,2.267615089465178,0.42135722519102914
NGC1705,drop_D,14,6.0,5.73,1.9895325467707499,1.6300277619823296,0.6040798000870384,1.7411321422289137,56.27024732995335,44.47454710904567,2.7713772191123334,2.267615089465178,0.4323973486096959
NGC1705,drop_I,14,6.0,5.73,1.491447356744343,0.374533059660206,0.403132011358601,0.13497064184578728,44.275019844332704,12.590441653852714,2.613017722769219,2.267615089465178,0.8701382963760715
NGC1705,only_M,14,6.0,5.73,1.4806823777632505,0.4697358345044104,0.2675924770758138,0.19716356790151682,42.77393402966012,15.816133685359745,2.401823453010083,2.267615089465178,0.8704610062718503
NGC1705,only_D,14,6.0,5.73,1.4718716265660683,0.3166187405693002,0.19207237563138319,0.1467993891944698,43.263813369314796,10.754274782411132,2.5424966136173377,2.267615089465178,0.8701008135364254
NGC1705,only_I,14,6.0,5.73,1.976508166512743,1.6871424012757206,0.687150864218421,1.7464452566336066,55.63968725542958,45.92512716396744,2.475213153400655,2.267615089465178,0.43230903506543056
NGC1705,MD_only,14,6.0,5.73,1.491447356744343,0.374533059660206,0.403132011358601,0.13497064184578728,44.275019844332704,12.590441653852714,2.613017722769219,2.267615089465178,0.8701382963760715
NGC1705,MI_only,14,6.0,5.73,1.9895325467707499,1.6300277619823296,0.6040798000870384,1.7411321422289137,56.27024732995335,44.47454710904567,2.7713772191123334,2.267615089465178,0.4323973486096959
NGC1705,DI_only,14,6.0,5.73,1.9939194702659047,1.5325219575695477,0.54361701921917,1.6952642291531386,56.995197241618605,41.75946963333391,3.245679683502853,2.267615089465178,0.42135722519102914
NGC2366,full,26,6.06,3.27,1.0812200951959277,0.3860679517645084,0.49535568053018325,0.2183442475635184,30.76682059157076,8.07414764385089,3.365737404578259,1.6157623641044934,0.4525020824699494
NGC2366,drop_M,26,6.06,3.27,1.0753484701103886,0.565802407162019,0.5534008452769453,0.2752334275980399,31.144437856607755,13.510743148436578,3.198510367833524,1.6157623641044934,0.4607246995948828
NGC2366,drop_D,26,6.06,3.27,1.0878827803618203,0.5091723100379493,0.5355916633641736,0.279813657887563,31.27196820769327,11.797218696942155,3.337219053901183,1.6157623641044934,0.4430349844078101
NGC2366,drop_I,26,6.06,3.27,0.7156794730266622,0.27799324709440465,0.362776085969007,0.09876068187431974,19.386565073752372,3.6977605494772616,1.7991805048240326,1.6157623641044934,0.8701513790212771
NGC2366,only_M,26,6.06,3.27,0.6986622499632098,0.20856721388668698,0.28612003431008615,0.06658157783172049,19.482555346743624,2.40013788253748,1.8191934903867708,1.6157623641044934,0.8702960895476546
NGC2366,only_D,26,6.06,3.27,0.6666685613786777,0.147676433115057,0.17407933835334322,0.06827784943883504,19.284298880589578,3.1401243262112297,1.797410139790144,1.6157623641044934,0.8703573959683599
NGC2366,only_I,26,6.06,3.27,1.0772080981028096,0.7238582825248645,0.5606165270549426,0.36362892405585195,31.67193617330266,18.537944224545086,2.9570392125132416,1.6157623641044934,0.44231426280839425
NGC2366,MD_only,26,6.06,3.27,0.7156794730266622,0.27799324709440465,0.362776085969007,0.09876068187431974,19.386565073752372,3.6977605494772616,1.7991805048240326,1.6157623641044934,0.8701513790212771
NGC2366,MI_only,26,6.06,3.27,1.0878827803618203,0.5091723100379493,0.5355916633641736,0.279813657887563,31.27196820769327,11.797218696942155,3.337219053901183,1.6157623641044934,0.4430349844078101
NGC2366,DI_only,26,6.06,3.27,1.0753484701103886,0.565802407162019,0.5534008452769453,0.2752334275980399,31.144437856607755,13.510743148436578,3.198510367833524,1.6157623641044934,0.4607246995948828
NGC2403,full,73,20.87,3.16,1.2451675742540196,1.0585503570050774,0.45243275858159904,1.4003669586954461,93.98813431555656,76.20265212464018,3.124543599830364,1.0867378044365226,0.19334605650132639
NGC2403,drop_M,73,20.87,3.16,1.223499098441305,1.08522549416753,0.30816979238921777,1.4522699747328431,92.53149982140172,78.57403105706102,2.64301267082164,1.0867378044365226,0.24255434721784938
NGC2403,drop_D,73,20.87,3.16,1.2442639975331455,1.1124918781509743,0.36306198974983217,1.5041223651898727,93.89501688710247,80.66188948262656,2.6918795807393563,1.0867378044365226,0.19760996489849422
NGC2403,drop_I,73,20.87,3.16,0.5858870457763757,0.32209322935806334,0.3891782775034464,0.19997665861054087,41.06511407705914,21.686696499043837,1.4703480339775046,1.0867378044365226,0.870461358948068
NGC2403,only_M,73,20.87,3.16,0.6360097190465201,0.3568780002087405,0.2694416480940301,0.3008344692373079,44.446037416273136,26.46551154221033,1.4942656544733128,1.0867378044365226,0.870461358948068
NGC2403,only_D,73,20.87,3.16,0.5614036043725884,0.27552607036143106,0.15619842794806488,0.23485134888455947,39.86280190667671,21.564820784295602,1.4439974403420097,1.0867378044365226,0.870461358948068
NGC2403,only_I,73,20.87,3.16,1.216113523493564,1.1495019693559825,0.3247661751226709,1.540999865623954,92.1547903144373,83.640495555854,2.121034906876719,1.0867378044365226,0.30452427281636063
NGC2403,MD_only,73,20.87,3.16,0.5858870457763757,0.32209322935806334,0.3891782775034464,0.19997665861054087,41.06511407705914,21.686696499043837,1.4703480339775046,1.0867378044365226,0.870461358948068
NGC2403,MI_only,73,20.87,3.16,1.2442639975331455,1.1124918781509743,0.36306198974983217,1.5041223651898727,93.89501688710247,80.66188948262656,2.6918795807393563,1.0867378044365226,0.19760996489849422
NGC2403,DI_only,73,20.87,3.16,1.223499098441305,1.08522549416753,0.30816979238921777,1.4522699747328431,92.53149982140172,78.57403105706102,2.64301267082164,1.0867378044365226,0.24255434721784938
NGC2683,full,11,34.62,9.81,0.7185817958139301,0.4717118807742879,0.22523284388539497,0.3102393882900155,92.747891474093,63.327036691982855,1.6802731602149255,1.1810061919878447,0.45452385960153185
NGC2683,drop_M,11,34.62,9.81,0.7155918066292482,0.48362052348144097,0.2313418381650521,0.3056888458611054,91.0293548115177,64.61746625456703,1.6239161658623784,1.1810061919878447,0.516104674661442
NGC2683,drop_D,11,34.62,9.81,0.738205997088939,0.6013955178030469,0.26807183590394024,0.38528575328541714,90.067630744769,77.38745024594577,1.3997339044161836,1.1810061919878447,0.47482659042433967
NGC2683,drop_I,11,34.62,9.81,0.3601451933461963,0.12447256995841771,0.11651047953682274,0.09534823577076737,51.45026325456593,20.85495204909661,1.359859376773852,1.1810061919878447,0.8781571241912707
NGC2683,only_M,11,34.62,9.81,0.36468679544124016,0.19519306324408936,0.10792769738034604,0.12551517509643118,44.41290842046928,27.95371393759212,1.242624590141515,1.1810061919878447,0.870461358948068
NGC2683,only_D,11,34.62,9.81,0.3505476344629112,0.1074488614681351,0.06936290823778382,0.09261025865177994,47.62951940287544,15.065752680231173,1.3393842701185394,1.1810061919878447,0.870461358948068
NGC2683,only_I,11,34.62,9.81,0.740374625720258,0.6194054831534188,0.2984650980489598,0.37932186061405043,90.4145595626386,80.59510915784504,1.3449347111119505,1.1810061919878447,0.4718480632227477
NGC2683,MD_only,11,34.62,9.81,0.3601451933461963,0.12447256995841771,0.11651047953682274,0.09534823577076737,51.45026325456593,20.85495204909661,1.359859376773852,1.1810061919878447,0.8781571241912707
NGC2683,MI_only,11,34.62,9.81,0.738205997088939,0.6013955178030469,0.26807183590394024,0.38528575328541714,90.067630744769,77.38745024594577,1.3997339044161836,1.1810061919878447,0.47482659042433967
NGC2683,DI_only,11,34.62,9.81,0.7155918066292482,0.48362052348144097,0.2313418381650521,0.3056888458611054,91.0293548115177,64.61746625456703,1.6239161658623784,1.1810061919878447,0.516104674661442
NGC2841,full,50,63.64,14.1,1.2040938035945552,1.0116784881243934,0.24202334654204172,1.2643918270026608,214.10963073529447,157.56571454890107,2.2882229003722623,1.2081337055803558,0.38929034305198007
NGC2841,drop_M,50,63.64,14.1,1.1889871595679287,1.0344915840658626,0.20711594158638363,1.2698824628089724,206.55087652201644,161.05697522514893,2.02625251225539,1.2081337055803558,0.41906326939845356
NGC2841,drop_D,50,63.64,14.1,1.2102601747744057,1.089898088585386,0.20102898568453928,1.3426301123424753,209.00108315882545,170.85053821915926,1.9367701479807928,1.2081337055803558,0.438149029188561
NGC2841,drop_I,50,63.64,14.1,0.620069293861796,0.1939147291279023,0.13169299319065367,0.1948246186355197,117.2575496948249,38.88448860636638,1.5860853750980628,1.2081337055803558,0.8700379967924352
NGC2841,only_M,50,63.64,14.1,0.6738412844474696,0.325262155844496,0.03724240408986357,0.28059358744029894,115.61605159658232,56.18066874430468,1.516705561464487,1.2081337055803558,0.8704474034567489
NGC2841,only_D,50,63.64,14.1,0.6034323726360307,0.22027690733297448,0.03909097046724344,0.20318274974068132,107.78057948574121,38.60867288819939,1.5062336877175082,1.2081337055803558,0.8700565624619511
NGC2841,only_I,50,63.64,14.1,1.1989743206979835,1.1098378665069444,0.21207971863912548,1.3478371328511771,203.21361190835273,175.44859572410425,1.7163724749543001,1.2081337055803558,0.45323037018285783
NGC2841,MD_only,50,63.64,14.1,0.620069293861796,0.1939147291279023,0.13169299319065367,0.1948246186355197,117.2575496948249,38.88448860636638,1.5860853750980628,1.2081337055803558,0.8700379967924352
NGC2841,MI_only,50,63.64,14.1,1.2102601747744057,1.089898088585386,0.20102898568453928,1.3426301123424753,209.00108315882545,170.85053821915926,1.9367701479807928,1.2081337055803558,0.438149029188561
NGC2841,DI_only,50,63.64,14.1,1.1889871595679287,1.0344915840658626,0.20711594158638363,1.2698824628089724,206.55087652201644,161.05697522514893,2.02625251225539,1.2081337055803558,0.41906326939845356
NGC2903,full,34,24.96,6.6,0.8308425270619313,0.6959765765058791,0.28523644585226354,0.5504592054754791,133.83662390344148,113.35486650000107,1.925320490795196,0.9756566494139758,0.1923042274815788
NGC2903,drop_M,34,24.96,6.6,0.8188249085406039,0.7365250859947571,0.28665817361138607,0.546280261271198,129.61603208782597,117.04772289945168,1.6223193224180892,0.9756566494139758,0.25159254502714246
NGC2903,drop_D,34,24.96,6.6,0.8321358193796694,0.7898659995524856,0.2897487967377591,0.6663846032428294,129.765096798973,124.18704058991642,1.3709829444966368,0.9756566494139758,0.2650188395129885
NGC2903,drop_I,34,24.96,6.6,0.26194849547021204,0.15206697923651594,0.1672469926178531,0.09905981149878385,43.90243056520034,31.943407276901368,1.1960888814947364,0.9756566494139758,0.8721710237017553
NGC2903,only_M,34,24.96,6.6,0.28525424849129216,0.21989516595864542,0.08880445384216651,0.14138058689142316,42.289073894896156,39.87350548196345,1.0838258015471638,0.9756566494139758,0.8704613487775237
NGC2903,only_D,34,24.96,6.6,0.23335035920747246,0.14587845274871752,0.08034836483185974,0.09701043498133259,34.37668846775285,26.753567200830915,1.1324797343111366,0.9756566494139758,0.8702702450132895
NGC2903,only_I,34,24.96,6.6,0.8392924173781143,0.8319509959310222,0.3543159198463015,0.6630997877624543,131.24653228386666,130.65815554990536,1.1029188319981278,0.9756566494139758,0.2681687859134205
NGC2903,MD_only,34,24.96,6.6,0.26194849547021204,0.15206697923651594,0.1672469926178531,0.09905981149878385,43.90243056520034,31.943407276901368,1.1960888814947364,0.9756566494139758,0.8721710237017553
NGC2903,MI_only,34,24.96,6.6,0.8321358193796694,0.7898659995524856,0.2897487967377591,0.6663846032428294,129.765096798973,124.18704058991642,1.3709829444966368,0.9756566494139758,0.2650188395129885
NGC2903,DI_only,34,24.96,6.6,0.8188249085406039,0.7365250859947571,0.28665817361138607,0.546280261271198,129.61603208782597,117.04772289945168,1.6223193224180892,0.9756566494139758,0.25159254502714246
NGC2915,full,30,10.04,4.06,2.53035264633104,2.20911985293147,1.182746459930794,2.7195972092897014,71.19859942036382,62.590153699867216,4.556160627190539,2.8634607861291332,0.20179059486197543
NGC2915,drop_M,30,10.04,4.06,2.5248176664275426,2.2820583544374333,1.3479538136712845,2.7213673109293213,70.91898406709863,65.04089055186112,3.468831784477681,2.8634607861291332,0.20346979196448756
NGC2915,drop_D,30,10.04,4.06,2.5149809469900863,2.343246534844046,1.4595286965854617,2.719499906702874,70.41057358618843,66.63577405702948,2.597478314160845,2.8634607861291332,0.2030902724899427
NGC2915,drop_I,30,10.04,4.06,1.830641496792078,0.35573743286797327,0.4325175863019436,0.0660348730434005,51.82715584874442,14.971863892861537,2.976173060728827,2.8634607861291332,0.8703808541087508
NGC2915,only_M,30,10.04,4.06,1.838699360787366,0.6969773566303215,0.7372870066231635,0.07624521100552512,51.61407803226517,27.725008761187993,2.585817533759902,2.8634607861291332,0.8704564047757686
NGC2915,only_D,30,10.04,4.06,1.8393897200106168,0.5102000280347949,0.5778620809563064,0.07112885476328581,51.866879824806546,21.04598443835438,2.8344312968467693,2.8634607861291332,0.870391574315518
NGC2915,only_I,30,10.04,4.06,2.511123231061403,2.384316905948334,1.5432239069109277,2.7208091963266354,70.27561340121247,67.84003784671391,2.119496772230751,2.8634607861291332,0.20500737143964948
NGC2915,MD_only,30,10.04,4.06,1.830641496792078,0.35573743286797327,0.4325175863019436,0.0660348730434005,51.82715584874442,14.971863892861537,2.976173060728827,2.8634607861291332,0.8703808541087508
NGC2915,MI_only,30,10.04,4.06,2.5149809469900863,2.343246534844046,1.4595286965854617,2.719499906702874,70.41057358618843,66.63577405702948,2.597478314160845,2.8634607861291332,0.2030902724899427
NGC2915,DI_only,30,10.04,4.06,2.5248176664275426,2.2820583544374333,1.3479538136712845,2.7213673109293213,70.91898406709863,65.04089055186112,3.468831784477681,2.8634607861291332,0.20346979196448756
NGC2955,full,24,35.43,97.9,0.4814293553365491,0.362625130468406,0.35708061183567064,0.35787768395718583,123.32756564048518,93.18282801542087,1.522097583552965,0.8625363256593539,0.467612040883105
NGC2955,drop_M,24,35.43,97.9,0.4552511849916383,0.3549549729145479,0.20936884985270432,0.4188089920735997,117.72061873202313,94.13457141592801,1.429826998516285,0.8625363256593539,0.508987722468907
NGC2955,drop_D,24,35.43,97.9,0.49615208158157337,0.4060542799708294,0.25643687150723754,0.47926892305377816,126.35285518854795,104.63854041196205,1.4430810109563816,0.8625363256593539,0.4993195175132753
NGC2955,drop_I,24,35.43,97.9,0.24617810487565034,0.24469776816690547,0.3343603348305902,0.028810831496340235,54.61156367436655,54.243144178396044,1.0262685417462314,0.8625363256593539,0.8704239167563158
NGC2955,only_M,24,35.43,97.9,0.1755820311299721,0.16543772785096583,0.2249831676685331,0.0641519457947168,37.44565129113416,36.0288053783889,1.0424226195775563,0.8625363256593539,0.8704540260185994
NGC2955,only_D,24,35.43,97.9,0.1274279292535125,0.12215703993491513,0.16614709310723266,0.04313446827464401,27.72049366406545,27.195932099116117,1.0217775556918027,0.8625363256593539,0.8704355170550102
NGC2955,only_I,24,35.43,97.9,0.48315251630065753,0.440977960629047,0.14668165685967047,0.5367619763719028,124.92486828380386,114.15983341136341,1.289286146081188,0.8625363256593539,0.5925409918907825
NGC2955,MD_only,24,35.43,97.9,0.24617810487565034,0.24469776816690547,0.3343603348305902,0.028810831496340235,54.61156367436655,54.243144178396044,1.0262685417462314,0.8625363256593539,0.8704239167563158
NGC2955,MI_only,24,35.43,97.9,0.49615208158157337,0.4060542799708294,0.25643687150723754,0.47926892305377816,126.35285518854795,104.63854041196205,1.4430810109563816,0.8625363256593539,0.4993195175132753
NGC2955,DI_only,24,35.43,97.9,0.4552511849916383,0.3549549729145479,0.20936884985270432,0.4188089920735997,117.72061873202313,94.13457141592801,1.429826998516285,0.8625363256593539,0.508987722468907
NGC2976,full,27,2.27,3.58,0.43752080030005763,0.3909068748676697,0.3688170267379532,0.17627904259725397,17.263125823538378,15.421562245860615,1.1653052193964037,0.9552944041613751,0.6294242083713
NGC2976,drop_M,27,2.27,3.58,0.3635089879059572,0.23241053197219547,0.17759702765186136,0.23922204161529306,20.663630432718296,14.333697291438723,1.3711459463559146,0.9552944041613751,0.5935478404269934
NGC2976,drop_D,27,2.27,3.58,0.40768301180900385,0.32848753933305486,0.267279010185603,0.20360675149128818,18.322704999587945,14.946569907684204,1.2396430961060858,0.9552944041613751,0.599054674487709
NGC2976,drop_I,27,2.27,3.58,0.28612135927489035,0.2823012370252284,0.2975207870529976,0.062471979364324005,9.16717239023991,8.801921498648582,0.9563564343290248,0.9552944041613751,0.870461358948068
NGC2976,only_M,27,2.27,3.58,0.20954999899045376,0.19329285573654426,0.18706292207157316,0.04733432711588001,6.276072755354262,6.246571196103164,1.0108787173716465,0.9552944041613751,0.870461358948068
NGC2976,only_D,27,2.27,3.58,0.1041254310732808,0.05810721978381379,0.06100363686807089,0.03525133494195389,5.018288446499061,2.5916163908456586,1.0819037996102354,0.9552944041613751,0.870461358948068
NGC2976,only_I,27,2.27,3.58,0.35913717176188636,0.26213230136187154,0.23746650261442084,0.2846699384279493,23.129373621744655,16.124295333725986,1.4374610551087035,0.9552944041613751,0.6463496375948294
NGC2976,MD_only,27,2.27,3.58,0.28612135927489035,0.2823012370252284,0.2975207870529976,0.062471979364324005,9.16717239023991,8.801921498648582,0.9563564343290248,0.9552944041613751,0.870461358948068
NGC2976,MI_only,27,2.27,3.58,0.40768301180900385,0.32848753933305486,0.267279010185603,0.20360675149128818,18.322704999587945,14.946569907684204,1.2396430961060858,0.9552944041613751,0.599054674487709
NGC2976,DI_only,27,2.27,3.58,0.3635089879059572,0.23241053197219547,0.17759702765186136,0.23922204161529306,20.663630432718296,14.333697291438723,1.3711459463559146,0.9552944041613751,0.5935478404269934
NGC2998,full,13,42.28,68.1,1.1381436871301402,0.6993670093339645,0.8201412104351073,0.4102977947742962,165.06412398086155,75.08796863329339,6.1171011929914085,1.1635987294183687,0.15989286441503547
NGC2998,drop_M,13,42.28,68.1,1.0315459032318333,0.7109438995095315,0.4912769668142824,0.4501846039321563,157.29648733661222,109.37619169756353,3.5896990974723315,1.1635987294183687,0.16147576096765845
NGC2998,drop_D,13,42.28,68.1,1.102085880418766,0.7946129256453731,0.6950447751740433,0.5521632116908696,162.25884500230143,108.33340219791727,4.2984572330695645,1.1635987294183687,0.12875790821469313
NGC2998,drop_I,13,42.28,68.1,0.7742653981720852,0.7284686342855757,0.9743233260110595,0.06848095410967288,76.47320319647162,64.6588634110723,1.293791057018683,1.1635987294183687,0.870461358948068
NGC2998,only_M,13,42.28,68.1,0.7120228010404007,0.6213626781961583,0.8317388894909848,0.11255640731968966,67.97951709058766,47.964944475847965,1.3521279406696294,1.1635987294183687,0.870461358948068
NGC2998,only_D,13,42.28,68.1,0.6023309934374126,0.4875571669345419,0.6302135177548897,0.08055786027784818,56.86238533700138,35.83190375672595,1.3075683546960772,1.1635987294183687,0.870461358948068
NGC2998,only_I,13,42.28,68.1,0.9420436925753091,0.807210912419338,0.39882260291226607,0.5897274433554682,153.47403237760173,134.533385509763,2.1940950473245584,1.1635987294183687,0.15547814982970617
NGC2998,MD_only,13,42.28,68.1,0.7742653981720852,0.7284686342855757,0.9743233260110595,0.06848095410967288,76.47320319647162,64.6588634110723,1.293791057018683,1.1635987294183687,0.870461358948068
NGC2998,MI_only,13,42.28,68.1,1.102085880418766,0.7946129256453731,0.6950447751740433,0.5521632116908696,162.25884500230143,108.33340219791727,4.2984572330695645,1.1635987294183687,0.12875790821469313
NGC2998,DI_only,13,42.28,68.1,1.0315459032318333,0.7109438995095315,0.4912769668142824,0.4501846039321563,157.29648733661222,109.37619169756353,3.5896990974723315,1.1635987294183687,0.16147576096765845
NGC3109,full,25,6.45,1.33,1.7380939229975407,0.7123215515243014,0.910226858250234,0.3422070610844093,34.406610110312975,7.8960983543137635,3.198474530980073,2.3468228062034244,0.6908094159615967
NGC3109,drop_M,25,6.45,1.33,1.6739548602558132,0.39241050224794133,0.3567731897389792,0.3891384278425963,34.64627433087148,7.727904150306245,3.2554159726954985,2.3468228062034244,0.7562448568119248
NGC3109,drop_D,25,6.45,1.33,1.728139911084476,0.5983389911052855,0.7438907581240699,0.38245553809169414,34.77839985171537,7.609504581553762,3.2882080948784354,2.3468228062034244,0.7208144913738791
NGC3109,drop_I,25,6.45,1.33,1.6290959625895418,0.6348927665253123,0.8637668883402435,0.04518712121215641,31.909508658923457,4.26852402003745,2.8019791821320035,2.3468228062034244,0.870461358948068
NGC3109,only_M,25,6.45,1.33,1.6135385866442582,0.5000301624794271,0.6890644279914062,0.08034260444062691,32.22591435361868,3.115253485315313,2.8666556694236145,2.3468228062034244,0.870461358948068
NGC3109,only_D,25,6.45,1.33,1.5550335136370321,0.2303869757494698,0.27188371399859435,0.09095482605083914,32.08429664248569,3.172365078514124,2.8425779901690587,2.3468228062034244,0.870461358948068
NGC3109,only_I,25,6.45,1.33,1.6555482120077236,0.5470530989645938,0.33560316157977477,0.44391653346174503,35.12493432360103,10.194151270864074,3.289845084710642,2.3468228062034244,0.784517424935532
NGC3109,MD_only,25,6.45,1.33,1.6290959625895418,0.6348927665253123,0.8637668883402435,0.04518712121215641,31.909508658923457,4.26852402003745,2.8019791821320035,2.3468228062034244,0.870461358948068
NGC3109,MI_only,25,6.45,1.33,1.728139911084476,0.5983389911052855,0.7438907581240699,0.38245553809169414,34.77839985171537,7.609504581553762,3.2882080948784354,2.3468228062034244,0.7208144913738791
NGC3109,DI_only,25,6.45,1.33,1.6739548602558132,0.39241050224794133,0.3567731897389792,0.3891384278425963,34.64627433087148,7.727904150306245,3.2554159726954985,2.3468228062034244,0.7562448568119248
NGC3198,full,43,44.08,13.8,1.0904377992322807,0.8412856153642453,0.41129892088666037,0.9708674661903494,105.95697145418542,78.68873979418544,3.1363158671556297,1.0756121539922903,0.21983907747933845
NGC3198,drop_M,43,44.08,13.8,1.069345588627614,0.9149086979112198,0.3203648375338262,1.0166000329274394,104.11034763044862,83.06078315470576,2.65386636444713,1.0756121539922903,0.2753636639872327
NGC3198,drop_D,43,44.08,13.8,1.1007161035982271,0.9349139767129075,0.3281665556730043,1.115165175204735,107.13727146653817,86.39553798964359,2.835515243522421,1.0756121539922903,0.21998953324543344
NGC3198,drop_I,43,44.08,13.8,0.4489301423186134,0.2187502633251546,0.27461430584214647,0.1371183604826436,41.49450430148707,20.871201154019445,1.3855898639638689,1.0756121539922903,0.870461358948068
